확정여부,구분,티켓명,인보이스 번호,주문번호1 구분,carrier_name,carrier_mode,onboard_date,출발창고,도착창고,인바운드(자동),SBS_인바운드(키인),인바운드 번호,FNSKU,ASIN,resource_code,resource_name,qty_ea,qty_ctn,unit_price,amount_usd,exp_date,remark,bl_no,status,unit_type,unit_count,pallet,kg_total,cbm_total,eta_date,수출신고번호,arrival_date,inbound_date,leadtime_total,선박/편명,선적여부,bl_version,입고완료,입고중_AMZ,입고중,점검
확정,0,ASANA 이전 생성건,TA717001250822,TA717001250822,CJ,해상,45901,태광KR,CJ서부US,TA717001250822,,TA717001250822,8809875454312,B0CMGQXKVB,BA00025,Vegan Swimming Pool Toner Pads,2520,84,7.5,18900,20280727,,COKR25012645,FINISHED,40HQ,1,19,13981.8,31.57,2025-09-13,2475025902029X,2025-09-13,2025-09-19,2025-09-01,KMTC MUNDRA,Y,ALL_RECEIVED,2520,0,0,정상
확정,1,ASANA 이전 생성건,TA254003250825,TA254003250825,KW,특송,45895,태광KR,AMZUS,TA254003250825,,TA254003250825,8809875457788,B0FGQ2G8MB,BA00045,ALOE PDRN CALMING SERUM,540,5,8,4320,20280806,,1Z2W0R060494110431,FINISHED,,,,,,,,2025-08-27,2025-09-18,2025-08-26,,,ALL_RECEIVED,540,0,0,정상
확정,1,ASANA 이전 생성건,TA254003250825,TA254003250825,KW,특송,45895,태광KR,AMZUS,TA254003250825,,TA254003250825,8809875457795,B0FGQ27SFL,BA00046,HYALTOIN FLOODING SERUM,540,5,8,4320,20280807,,1Z2W0R060494110431,FINISHED,,,,,,,,2025-08-27,2025-09-18,2025-08-26,,,ALL_RECEIVED,540,0,0,정상
확정,1,ASANA 이전 생성건,TA254003250825,TA254003250825,KW,특송,45895,태광KR,AMZUS,TA254003250825,,TA254003250825,8809875457801,B0FGQ3J31K,BA00047,NAD+ PEPTIDE BOOSTING SERUM,540,5,8,4320,20280810,,1Z2W0R060494110431,FINISHED,,,,,,,,2025-08-27,2025-09-18,2025-08-26,,,ALL_RECEIVED,540,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875456484,B0D8W2W8C2,BA00021,Bakuchiol Plumping Serum,13608,126,8,108864,,BK#KR04191367,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,13608,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875456477,B0D8W1YVBX,BA00022,Vitamin Illuminating Serum,10044,93,8,80352,,ETD 9/10 ETA 9/25,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,10044,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875456347,B0F4QXKJCW,BA00039,Bakuchiol Plumping Capsule Cream,1200,20,8,9600,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,1200,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875453193,B0CMC6S4BM,BA00023,Swimming Pool Toner 300ml,15120,432,6.5,98280,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,15120,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875454312,B0CMGQXKVB,BA00025,Vegan Swimming Pool Toner Pads,480,16,7.5,3600,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,480,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875454275,B0CMGTP6LC,BA00026,Swimming Pool Ampoule,539,7,7.5,4043,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,539,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875457788,B0FGQ2G8MB,BA00045,ALOE PDRN CALMING SERUM,9720,90,8,77760,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,9720,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875457795,B0FGQ27SFL,BA00046,HYALTOIN FLOODING SERUM,9720,90,8,77760,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,9720,0,0,정상
확정,0,ASANA 이전 생성건,TA717001250829,TA717001250829,CJ,해상,45912,태광KR,CJ서부US,TA717001250829,,TA717001250829,8809875457801,B0FGQ3J31K,BA00047,NAD+ PEPTIDE BOOSTING SERUM,9720,90,8,77760,,,COKR25013204,FINISHED,40HQ,1,20,14068.97,29.64,2025-09-27,2475025902193X,2025-09-27,2025-10-03,2025-09-12,NORTHERN MONUMENT,Y,ALL_RECEIVED,9720,0,0,정상
확정,1,ASANA 이전 생성건,AC254003250829,AC254003250829,UPS,택배,45898,어크로스비US,AMZUS,AC254003250829,,AC254003250829,8809875456026,B0DP71G21M,BA00028,Purple PDRN Pore Minimizing Serum,2000,50,1,2000,20280303,어크로스비 재고 아마존 이동처리,1ZRR43520309878475,FINISHED,,,,,,,,2025-09-02,2025-09-18,2025-08-29,,,ALL_RECEIVED,2000,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875457801,B0FGQ3J31K,BA00047,NAD+ Peptide Boosting Serum,972,9,1,972,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,972,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875457788,B0FGQ2G8MB,BA00045,Aloe PDRN Calming Serum,972,9,1,972,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,972,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875457795,B0FGQ27SFL,BA00046,Hyaltoin Flooding Serum,972,9,1,972,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,972,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456378,,BA00033,Toner Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456385,,BA00034,Bakuchiol Plumping Serum Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456040,,BA00041,Vitamin Illuminating Serum Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456347,B0F4QXKJCW,BA00039,Bakuchiol Plumping Capsule Cream,240,4,1,240,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,240,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456019,B0DP71RXDV,BA00027,Purple Rice Pore Purifying Pack Cleanser 130g,120,2,1,120,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,120,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250902-1,INMYB0002508290225,JNK,그레이,45904,태광KR,SBSMY,,INMYB0002508290225,INMYB0002508290225,8809875456033,B0DP731L3H,BA00029,Purple Rice Pore Smoothing Cleansing Oil 200ml,154,2,1,154,,개별2차/11차,HASLK01250808489,FINISHED,LC,1,1,591,,,2475025902207X,,2025-10-08,2025-09-19,LAEM CHABANG VOYAGER,Y,ALL_RECEIVED,154,0,0,정상
확정,1,ASANA 이전 생성건,TA254003250812-06,TA254003250812,KW,SEND,45904,태광KR,AMZUS,TA254003250812-06,,TA254003250812-06,8809875456477,B0D8W1YVBX,BA00022,Vitamin Illuminating Serum,1296,12,8,10368,20280709,,KWAS002966,FINISHED,CT,12,,192,,2025-09-06,4473525090098X,2025-09-06,2025-09-19,2025-09-05,OZ232,Y,ALL_RECEIVED,1296,0,0,정상
확정,0,ASANA 이전 생성건,TA254005250904,TA254005250904,KW,SEND,45904,태광KR,AMZUS,TA254005250904,,TA254005250904,8809875456477,B0D8W1YVBX,BA00022,Vitamin Illuminating Serum,10044,93,8,80352,20280819,8544.57,KWAS002968,FINISHED,CT,54,,837,,2025-09-10,4473525090170X,2025-09-10,2025-09-24,2025-09-09,UA892,Y,ALL_RECEIVED,0,0,0,확인요
확정,1,ASANA 이전 생성건,TA254005250910,TA254005250910,KW,SEND,45904,태광KR,AMZUS,TA254005250910,,TA254005250910,8809875456477,B0D8W1YVBX,BA00022,Vitamin Illuminating Serum,30024,278,8,240192,20280825,24324.75,KWAS002990,FINISHED,CT,97,,1639.3,,2025-09-13,4473525090246X,2025-09-13,2025-09-26,2025-09-12,UA806,Y,ALL_RECEIVED,0,0,0,확인요
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875456347,B0F4QXKJCW,BA00039,Bakuchiol Plumping Capsule Cream,120,2,1,120,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,120,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875457788,B0FGQ2G8MB,BA00045,Aloe PDRN Calming Serum,1512,14,1,1512,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,1512,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875457795,B0FGQ27SFL,BA00046,Hyaltoin Flooding Serum,1512,14,1,1512,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,1512,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875457801,B0FGQ3J31K,BA00047,NAD+ Peptide Boosting Serum,1512,14,1,1512,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,1512,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875456378,,BA00033,Toner Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875456385,,BA00034,Bakuchiol Plumping Serum Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875456040,,BA00041,Vitamin Illuminating Serum Sachet [2ml/-],3600,2,1,3600,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,3600,0,0,정상
확정,0,ASANA 이전 생성건,BSTSEQQ250910-1,INPHL0002508290044,DOORA,그레이,45910,태광KR,SBSPH,,INPHL0002508290044,INPHL0002508290044,8809875456026,B0DP71G21M,BA00028,Purple Rice PDRN Pore Minimizing Serum 30ml,120,3,1,120,,개별2차/11차,,FINISHED,,,,,,,,,2025-10-05,,,,ALL_RECEIVED,120,0,0,정상
확정,1,ASANA 이전 생성건,BSTSEQQ250911-1,INSGC0002509030021,JNK,그레이,45912,태광KR,SBSSG,,INSGC0002509030021,INSGC0002509030021,8809875457801,B0FGQ3J31K,BA00047,NAD+ Peptide Boosting Serum,2592,24,1,120,,개별3차/10차,,FINISHED,LC,2,2,1748.1,,,2475025902324X,,2025-10-29,,,N,ALL_RECEIVED,2592,0,0,정상
확정,1,ASANA 이전 생성건,BSTSEQQ250911-1,INSGC0002509030021,JNK,그레이,45912,태광KR,SBSSG,,INSGC0002509030021,INSGC0002509030021,8809875457788,B0FGQ2G8MB,BA00045,Aloe PDRN Calming Serum,2592,24,1,2592,,개별3차/10차,,FINISHED,LC,2,2,1748.1,,,2475025902324X,,2025-10-29,,,N,ALL_RECEIVED,2592,0,0,정상
확정,1,ASANA 이전 생성건,BSTSEQQ250911-1,INSGC0002509030021,JNK,그레이,45912,태광KR,SBSSG,,INSGC0002509030021,INSGC0002509030021,8809875457795,B0FGQ27SFL,BA00046,Hyaltoin Flooding Serum,2592,24,1,2592,,개별3차/10차,,FINISHED,LC,2,2,1748.1,,,2475025902324X,,2025-10-29,,,N,ALL_RECEIVED,2592,0,0,정상
확정,1,ASANA 이전 생성건,BSTSEQQ250911-1,INSGC0002509030021,JNK,그레이,45912,태광KR,SBSSG,,INSGC0002509030021,INSGC0002509030021,8809875456347,B0F4QXKJCW,BA00039,Bakuchiol Plumping Capsule Cream,2580,43,1,2580,,개별3차/10차,,FINISHED,LC,2,2,1748.1,,,2475025902324X,,2025-10-29,,,N,ALL_RECEIVED,2580,0,0,정상
확정,0,[2025-10]2차 발송(태광KR → AMZUS),MV02050202202510-02,MV02050202202510-02,KW,특송,45931,태광KR,AMZUS,MV02050202202510-02,,MV02050202202510-02,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],5076,47,8,40608,,DHL 발송,,FINISHED,,,,,,2025-10-06,,2025-10-06,2025-10-14,2025-10-05,,,ALL_RECEIVED,5076,0,0,정상
확정,1,[2025-10]6차 발송(태광KR → AMZUS),MV02050202202510-06,MV02050202202510-06,KW,특송,45945,태광KR,AMZUS,MV02050202202510-06,,MV02050202202510-06,8809875457979,B0FJRJ9DW6,BA00044,Eqqualberry - Bakuchiol Plumping Capsule Toner [150ml/Bakuchiol],1000,20,6.5,6500,,DHL 발송,1028951302,FINISHED,,,,,,2025-10-16,,2025-10-17,2025-10-23,2025-10-15,,,ALL_RECEIVED,1000,0,0,정상
확정,0,[2025-10]10차 발송(태광KR → AMZUS),MV02050202202510-10,MV02050202202510-10,KW,특송,45953,태광KR,AMZUS,MV02050202202510-10,,MV02050202202510-10,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],3132,29,8,25056,,,,FINISHED,,,,,,2025-10-27,,,2025-10-30,2025-10-23,,,ALL_RECEIVED,3132,0,0,정상
확정,1,[2025-10]11차 발송(태광KR → AMZUS),MV02050202202510-11,MV02050202202510-11,KW,특송,45957,태광KR,AMZUS,MV02050202202510-11,,MV02050202202510-11,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],3132,29,8,25056,,,,FINISHED,,,,,,2025-10-27,,,2025-10-31,2025-10-27,,,ALL_RECEIVED,3132,0,0,정상
확정,0,[2025-10]14차 발송(태광KR → AMZUS),MV02050202202510-14,MV02050202202510-14,KW,특송,45960,태광KR,AMZUS,MV02050202202510-14,,MV02050202202510-14,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],5184,48,8,41472,,,,RECEIVED,,,,,,,,2025-10-31,,,,,,0,5184,5184,정상
확정,1,[2025-10]18차 발송(태광KR → AMZUS),MV02050202202510-18,MV02050202202510-18,KW,특송,45961,태광KR,AMZUS,MV02050202202510-18,,MV02050202202510-18,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],10044,93,8,80352,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,0,[2025-09]3차 발송(태광KR → AMZUS),MV02050205202509-03,MV02050205202509-03,KW,SEND,45919,태광KR,AMZUS,MV02050205202509-03,,MV02050205202509-03,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],35856,332,8,286848,,,KWAS003070,FINISHED,CT,2,,1565.5,,2025-10-07,4473525090567X,2025-09-26,2025-10-10,2025-09-25,UA806,Y,ALL_RECEIVED,0,0,0,확인요
확정,1,[2025-09]4차 발송(태광KR → AMZUS),MV02050205202509-04,MV02050205202509-04,KW,SEND,45923,태광KR,AMZUS,MV02050205202509-04,,MV02050205202509-04,8809875456484,B0D8W2W8C2,BA00021,Eqqualberry - Bakuchiol Plumping Serum [30ml/-],20088,186,8,160704,,,,FINISHED,,,,,,2025-10-10,4473525090681X,2025-09-26,2025-10-10,2025-09-25,,Y,ALL_RECEIVED,0,0,0,확인요
확정,0,[2025-09]6차 발송(태광KR → AMZUS),MV02050205202509-06,MV02050205202509-06,KW,SEND,45926,태광KR,AMZUS,MV02050205202509-06,,MV02050205202509-06,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],36612,339,8,292896,,,,FINISHED,,,,,,2025-10-14,4473525090815X,2025-10-03,2025-10-14,2025-10-01,,Y,ALL_RECEIVED,0,0,0,확인요
확정,1,[2025-10]5차 발송(태광KR → AMZUS),MV02050205202510-05,MV02050205202510-05,KW,SEND,45945,태광KR,AMZUS,MV02050205202510-05,,MV02050205202510-05,8809875457979,B0FJRJ9DW6,BA00044,Eqqualberry - Bakuchiol Plumping Capsule Toner [150ml/Bakuchiol],2000,40,6.5,13000,,,,FINISHED,,,,,,2025-10-29,4473525100197X,2025-10-16,2025-10-29,2025-10-14,,Y,ALL_RECEIVED,0,0,0,확인요
확정,0,[2025-10]12차 발송(태광KR → AMZUS),MV02050205202510-12,MV02050205202510-12,KW,SEND,45957,태광KR,AMZUS,MV02050205202510-12,,MV02050205202510-12,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],3888,36,8,31104,,,,IN_TRANSIT,,,,,,2025-10-27,,,,2025-10-27,,,,0,0,0,확인요
확정,0,[2025-10]12차 발송(태광KR → AMZUS),MV02050205202510-12,MV02050205202510-12,KW,SEND,45957,태광KR,AMZUS,MV02050205202510-12,,MV02050205202510-12,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],15228,141,8,121824,,,,IN_TRANSIT,,,,,,2025-10-27,,,,2025-10-27,,,,0,0,0,확인요
확정,1,[2025-10]15차 발송(태광KR → AMZUS),MV02050205202510-15,MV02050205202510-15,KW,SEND,45960,태광KR,AMZUS,MV02050205202510-15,,MV02050205202510-15,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],4860,45,8,38880,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,0,[2025-10]17차 발송(태광KR → AMZUS),MV02050205202510-17,MV02050205202510-17,KW,SEND,45961,태광KR,AMZUS,MV02050205202510-17,,MV02050205202510-17,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],14040,130,8,112320,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,0,[2025-10]17차 발송(태광KR → AMZUS),MV02050205202510-17,MV02050205202510-17,KW,SEND,45961,태광KR,AMZUS,MV02050205202510-17,,MV02050205202510-17,8809875457788,B0FGQ2G8MB,BA00045,Eqqualberry - Aloe PDRN Calming Serum [30ml/AloePDRN],5076,47,8,40608,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,0,[2025-10]17차 발송(태광KR → AMZUS),MV02050205202510-17,MV02050205202510-17,KW,SEND,45961,태광KR,AMZUS,MV02050205202510-17,,MV02050205202510-17,8809875457795,B0FGQ27SFL,BA00046,Eqqualberry - Hyaltoin Flooding Serum [30ml/Hyaltoin],5076,47,8,40608,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,0,[2025-10]17차 발송(태광KR → AMZUS),MV02050205202510-17,MV02050205202510-17,KW,SEND,45961,태광KR,AMZUS,MV02050205202510-17,,MV02050205202510-17,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/NAD+],12960,120,8,103680,,,,CREATED,,,,,,,,,,,,,,0,0,0,확인요
확정,1,[2025-09]1차 발송(태광KR → CJ서부US),MV02110604202509-01,MV02110604202509-01,CJ,해상,45917,태광KR,CJ서부US,MV02110604202509-01,,MV02110604202509-01,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],34020,315,8,272160,,CJ 3차 해상 (BK#KR04193623),COKR25014059,FINISHED,40HQ,1,20,14743.82,31.61,2025-10-15,2475025902418X,2025-10-15,2025-10-28,2025-09-29,SUEZ CANAL,Y,ALL_RECEIVED,0,0,34020,정상
확정,1,[2025-09]1차 발송(태광KR → CJ서부US),MV02110604202509-01,MV02110604202509-01,CJ,해상,45917,태광KR,CJ서부US,MV02110604202509-01,,MV02110604202509-01,8809875456347,B0F4QXKJCW,BA00039,Eqqualberry - Bakuchiol Plumping Capsule Cream [50ml/-],1560,26,8,12480,,,COKR25014059,FINISHED,40HQ,1,20,14743.82,31.61,2025-10-15,2475025902418X,2025-10-15,2025-10-28,2025-09-29,SUEZ CANAL,Y,ALL_RECEIVED,0,0,1560,정상
확정,1,[2025-09]1차 발송(태광KR → CJ서부US),MV02110604202509-01,MV02110604202509-01,CJ,해상,45917,태광KR,CJ서부US,MV02110604202509-01,,MV02110604202509-01,8809875453193,B0CMC6S4BM,BA00023,Eqqualberry - Toner [300ml/-],15120,432,6.5,98280,,,COKR25014059,FINISHED,40HQ,1,20,14743.82,31.61,2025-10-15,2475025902418X,2025-10-15,2025-10-28,2025-09-29,SUEZ CANAL,Y,ALL_RECEIVED,0,0,15120,정상
확정,1,[2025-09]1차 발송(태광KR → CJ서부US),MV02110604202509-01,MV02110604202509-01,CJ,해상,45917,태광KR,CJ서부US,MV02110604202509-01,,MV02110604202509-01,8809875457801,B0FGQ3J31K,BA00047,Eqqualberry - NAD+ Peptide Boosting Serum [30ml/-],9720,90,8,77760,,,COKR25014059,FINISHED,40HQ,1,20,14743.82,31.61,2025-10-15,2475025902418X,2025-10-15,2025-10-28,2025-09-29,SUEZ CANAL,Y,ALL_RECEIVED,0,0,9720,정상
확정,1,[2025-09]1차 발송(태광KR → CJ서부US),MV02110604202509-01,MV02110604202509-01,CJ,해상,45917,태광KR,CJ서부US,MV02110604202509-01,,MV02110604202509-01,8809875456460,B0D9BDK13P,BA00024,Eqqualberry - Toner [155ml/-],9990,185,5,49950,,,COKR25014059,FINISHED,40HQ,1,20,14743.82,31.61,2025-10-15,2475025902418X,2025-10-15,2025-10-28,2025-09-29,SUEZ CANAL,Y,ALL_RECEIVED,0,0,9990,정상
확정,0,[2025-10]1차 발송(태광KR → CJ서부US),MV02110604202510-01,MV02110604202510-01,CJ,해상,45930,태광KR,CJ서부US,MV02110604202510-01,,MV02110604202510-01,8809875456484,B0D8W2W8C2,BA00021,Eqqualberry - Bakuchiol Plumping Serum [30ml/-],10044,93,8,80352,,CJ 4차 해상 (BK#SELM30620300),COKR25014812,RECEIVED,40HQ,1,9,5677.84,11.03,2025-10-28,2475025902647X,2025-10-28,,2025-10-13,HMM TOPAZ,Y,SURRENDERED,0,0,10044,정상
확정,0,[2025-10]1차 발송(태광KR → CJ서부US),MV02110604202510-01,MV02110604202510-01,CJ,해상,45930,태광KR,CJ서부US,MV02110604202510-01,,MV02110604202510-01,8809875456477,B0D8W1YVBX,BA00022,Eqqualberry - Vitamin Illuminating Serum [30ml/-],10044,93,8,80352,,,COKR25014812,RECEIVED,40HQ,1,9,5677.84,11.03,2025-10-28,2475025902647X,2025-10-28,,2025-10-13,HMM TOPAZ,Y,SURRENDERED,0,0,10044,정상
확정,0,[2025-10]1차 발송(태광KR → CJ서부US),MV02110604202510-01,MV02110604202510-01,CJ,해상,45930,태광KR,CJ서부US,MV02110604202510-01,,MV02110604202510-01,8809875454312,B0CMGQXKVB,BA00025,Eqqualberry - Toner Pad [220ml|70 sheets/-],1020,34,7,7140,,,COKR25014812,RECEIVED,40HQ,1,9,5677.84,11.03,2025-10-28,2475025902647X,2025-10-28,,2025-10-13,HMM TOPAZ,Y,SURRENDERED,0,0,1020,정상
