date,center,resource_code,resource_name,stock_qty,sales_qty,stock_available,pending_FC,stock_expected,stock_processing,stock_readytoship,snap_time
2025-09-30,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],362,0,,,,,,
2025-09-30,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"17,356",0,,,,,,
2025-09-30,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"28,061",0,,,,,,
2025-09-30,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],68,0,,,,,,
2025-09-30,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],89,0,,,,,,
2025-09-30,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],12,0,,,,,,
2025-09-30,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"24,957",0,,,,,,
2025-09-30,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"72,633",0,,,,,,
2025-09-30,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"74,735",0,,,,,,
2025-09-30,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"66,184",0,,,,,,
2025-09-30,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,
2025-09-30,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,
2025-09-30,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,
2025-09-30,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,
2025-09-30,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,
2025-09-30,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,
2025-10-01,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"37,728",368,37728,0,0,0,0,
2025-10-01,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"123,817","1,511",123817,0,0,0,0,
2025-10-01,AMZUS,BA00023,스위밍풀토너[300ml/-],"22,119",187,22119,0,0,0,0,
2025-10-01,AMZUS,BA00024,스위밍풀토너[155ml/-],468,0,468,0,0,0,0,
2025-10-01,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],"1,192",13,1192,0,0,0,0,
2025-10-01,AMZUS,BA00026,스위밍풀앰플[50ml/-],205,2,205,0,0,0,0,
2025-10-01,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,127",8,4127,0,0,0,0,
2025-10-01,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"2,766",23,2766,0,0,0,0,
2025-10-01,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"2,146",4,2146,0,0,0,0,
2025-10-01,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,887",8,7887,0,0,0,0,
2025-10-01,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,768",9,11768,0,0,0,0,
2025-10-01,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,807",1,1807,0,0,0,0,
2025-10-01,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,667",3,1667,0,0,0,0,
2025-10-01,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"6,455",39,6455,0,0,0,0,
2025-10-01,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,903",0,2903,0,0,0,0,
2025-10-01,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,583",97,9583,0,0,0,0,
2025-10-01,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"9,586",121,9586,0,0,0,0,
2025-10-01,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"22,614",411,22614,0,0,0,0,
2025-10-01,AMZUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],"4,342",13,4342,0,0,0,0,
2025-10-01,AcrossBUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"4,895",0,,,,,,
2025-10-01,AcrossBUS,BA00022,비타민일루미네이팅세럼[30ml/-],45,0,,,,,,
2025-10-01,AcrossBUS,BA00023,스위밍풀토너[300ml/-],"10,205",0,,,,,,
2025-10-01,AcrossBUS,BA00025,스위밍풀토너패드[220ml|70매/-],3,0,,,,,,
2025-10-01,AcrossBUS,BA00026,스위밍풀앰플[50ml/-],66,0,,,,,,
2025-10-01,AcrossBUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"2,787",0,,,,,,
2025-10-01,AcrossBUS,BA00028,퍼플PDRN포어세럼[30ml/-],"5,606",0,,,,,,
2025-10-01,AcrossBUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,465",0,,,,,,
2025-10-01,AcrossBUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"12,282",0,,,,,,
2025-10-01,AcrossBUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"6,269",0,,,,,,
2025-10-01,AcrossBUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"4,560",0,,,,,,
2025-10-01,AcrossBUS,BA10001,(AMZ)토너[300ml/-],24,0,,,,,,
2025-10-01,AcrossBUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],6,0,,,,,,
2025-10-01,AcrossBUS,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],3,0,,,,,,
2025-10-01,AcrossBUS,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,
2025-10-01,SBSMY,BA00023,스위밍풀토너[300ml/-],"2,915",0,,,,,,
2025-10-01,SBSMY,BA00024,스위밍풀토너[155ml/-],"1,215",0,,,,,,
2025-10-01,SBSMY,BA00025,스위밍풀토너패드[220ml|70매/-],815,0,,,,,,
2025-10-01,SBSMY,BA00026,스위밍풀앰플[50ml/-],"1,483",0,,,,,,
2025-10-01,SBSMY,BA00028,퍼플PDRN포어세럼[30ml/-],319,0,,,,,,
2025-10-01,SBSMY,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],916,0,,,,,,
2025-10-01,SBSMY,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],952,0,,,,,,
2025-10-01,SBSMY,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],934,0,,,,,,
2025-10-01,SBSMY,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],943,0,,,,,,
2025-10-01,SBSMY,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,728",0,,,,,,
2025-10-01,SBSMY,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"4,766",0,,,,,,
2025-10-01,SBSMY,BA10019,(AMZ)데일리글로우클렌저[210ml/-],3,0,,,,,,
2025-10-01,SBSMY,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],"3,047",0,,,,,,
2025-10-01,SBSMY,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],"4,738",0,,,,,,
2025-10-01,SBSPH,BA00023,스위밍풀토너[300ml/-],"4,629",0,,,,,,
2025-10-01,SBSPH,BA00024,스위밍풀토너[155ml/-],"1,841",0,,,,,,
2025-10-01,SBSPH,BA00027,퍼플라이스포어팩클렌저[130g/-],382,0,,,,,,
2025-10-01,SBSPH,BA00028,퍼플PDRN포어세럼[30ml/-],2,0,,,,,,
2025-10-01,SBSPH,BA00029,퍼플라이스포어클렌징오일[200ml/-],710,0,,,,,,
2025-10-01,SBSPH,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"1,121",0,,,,,,
2025-10-01,SBSPH,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"1,253",0,,,,,,
2025-10-01,SBSPH,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],373,0,,,,,,
2025-10-01,SBSPH,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],416,0,,,,,,
2025-10-01,SBSPH,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"9,920",0,,,,,,
2025-10-01,SBSPH,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"9,757",0,,,,,,
2025-10-01,SBSPH,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],590,0,,,,,,
2025-10-01,SBSPH,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],976,0,,,,,,
2025-10-01,SBSSG,BA00023,스위밍풀토너[300ml/-],"7,104",0,,,,,,
2025-10-01,SBSSG,BA00024,스위밍풀토너[155ml/-],"3,943",0,,,,,,
2025-10-01,SBSSG,BA00025,스위밍풀토너패드[220ml|70매/-],251,0,,,,,,
2025-10-01,SBSSG,BA00026,스위밍풀앰플[50ml/-],"1,612",0,,,,,,
2025-10-01,SBSSG,BA00027,퍼플라이스포어팩클렌저[130g/-],645,0,,,,,,
2025-10-01,SBSSG,BA00028,퍼플PDRN포어세럼[30ml/-],458,0,,,,,,
2025-10-01,SBSSG,BA00029,퍼플라이스포어클렌징오일[200ml/-],385,0,,,,,,
2025-10-01,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"1,429",0,,,,,,
2025-10-01,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],642,0,,,,,,
2025-10-01,SBSSG,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"3,600",0,,,,,,
2025-10-01,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,366",0,,,,,,
2025-10-01,SBSSG,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,222",0,,,,,,
2025-10-01,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",0,,,,,,
2025-10-01,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"4,010",0,,,,,,
2025-10-01,SBSSG,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],268,0,,,,,,
2025-10-01,SBSSG,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"3,600",0,,,,,,
2025-10-01,SBSSG,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],"4,672",0,,,,,,
2025-10-01,SBSSG,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],"1,163",0,,,,,,
2025-10-01,태광KR,BA00004,클렌저[200ml/-],7,0,,,,,,
2025-10-01,태광KR,BA00010,딥크림[70ml/-],2,0,,,,,,
2025-10-01,태광KR,BA00012-1,클렌징오일[200ml]_펌프,132,0,,,,,,
2025-10-01,태광KR,BA00019,데일리글로우클렌저[210ml/-],"1,230",0,,,,,,
2025-10-01,태광KR,BA00021,바쿠치올플럼핑세럼[30ml/-],"179,296",0,,,,,,
2025-10-01,태광KR,BA00022,비타민일루미네이팅세럼[30ml/-],"91,542",0,,,,,,
2025-10-01,태광KR,BA00023,스위밍풀토너[300ml/-],"46,850",0,,,,,,
2025-10-01,태광KR,BA00024,스위밍풀토너[155ml/-],"137,500",0,,,,,,
2025-10-01,태광KR,BA00025,스위밍풀토너패드[220ml|70매/-],"25,776",0,,,,,,
2025-10-01,태광KR,BA00026,스위밍풀앰플[50ml/-],"22,858",0,,,,,,
2025-10-01,태광KR,BA00027,퍼플라이스포어팩클렌저[130g/-],"15,108",0,,,,,,
2025-10-01,태광KR,BA00028,퍼플PDRN포어세럼[30ml/-],"31,103",0,,,,,,
2025-10-01,태광KR,BA00029,퍼플라이스포어클렌징오일[200ml/-],"15,549",0,,,,,,
2025-10-01,태광KR,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"11,833",0,,,,,,
2025-10-01,태광KR,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"22,289",0,,,,,,
2025-10-01,태광KR,BA00033,스위밍풀토너[샤쉐|2ml/-],"30,080",0,,,,,,
2025-10-01,태광KR,BA00033_SET,스위밍풀토너[2ml|100EA|샤쉐/-],96,0,,,,,,
2025-10-01,태광KR,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"30,198",0,,,,,,
2025-10-01,태광KR,BA00034_SET,바쿠치올플럼핑세럼[2ml|100EA|샤쉐/-],39,0,,,,,,
2025-10-01,태광KR,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"4,670",0,,,,,,
2025-10-01,태광KR,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"5,944",0,,,,,,
2025-10-01,태광KR,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],644,0,,,,,,
2025-10-01,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],362,0,,,,,,
2025-10-01,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"27,912",0,,,,,,
2025-10-01,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"28,058",0,,,,,,
2025-10-01,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],65,0,,,,,,
2025-10-01,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],89,0,,,,,,
2025-10-01,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],12,0,,,,,,
2025-10-01,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"24,957",0,,,,,,
2025-10-01,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"70,411",0,,,,,,
2025-10-01,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"70,513",0,,,,,,
2025-10-01,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"66,178",0,,,,,,
2025-10-01,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,
2025-10-01,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,
2025-10-01,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,
2025-10-01,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,
2025-10-01,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,
2025-10-01,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,
2025-10-02,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"37,360",372,37360,0,0,0,0,
2025-10-02,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"122,306","1,649",122306,0,0,0,0,
2025-10-02,AMZUS,BA00023,스위밍풀토너[300ml/-],"21,932",211,21932,0,0,0,0,
2025-10-02,AMZUS,BA00024,스위밍풀토너[155ml/-],468,0,468,0,0,0,0,
2025-10-02,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],"1,179",10,1179,0,0,0,0,
2025-10-02,AMZUS,BA00026,스위밍풀앰플[50ml/-],203,1,203,0,0,0,0,
2025-10-02,AMZUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"4,119",6,4119,0,0,0,0,
2025-10-02,AMZUS,BA00028,퍼플PDRN포어세럼[30ml/-],"2,743",28,2743,0,0,0,0,
2025-10-02,AMZUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"2,142",3,2142,0,0,0,0,
2025-10-02,AMZUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"7,879",12,7879,0,0,0,0,
2025-10-02,AMZUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"11,759",12,11759,0,0,0,0,
2025-10-02,AMZUS,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,806",0,1806,0,0,0,0,
2025-10-02,AMZUS,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,664",2,1664,0,0,0,0,
2025-10-02,AMZUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"6,416",41,6416,0,0,0,0,
2025-10-02,AMZUS,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"2,903",0,2903,0,0,0,0,
2025-10-02,AMZUS,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"9,486",107,9486,0,0,0,0,
2025-10-02,AMZUS,BA00046,히알토인플러딩세럼[30ml/히알토인],"9,465",139,9465,0,0,0,0,
2025-10-02,AMZUS,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"22,203",465,22203,0,0,0,0,
2025-10-02,AMZUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],"4,329",8,4329,0,0,0,0,
2025-10-02,AcrossBUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"4,893",0,,,,,,
2025-10-02,AcrossBUS,BA00022,비타민일루미네이팅세럼[30ml/-],45,0,,,,,,
2025-10-02,AcrossBUS,BA00023,스위밍풀토너[300ml/-],"10,204",0,,,,,,
2025-10-02,AcrossBUS,BA00025,스위밍풀토너패드[220ml|70매/-],3,0,,,,,,
2025-10-02,AcrossBUS,BA00026,스위밍풀앰플[50ml/-],66,0,,,,,,
2025-10-02,AcrossBUS,BA00027,퍼플라이스포어팩클렌저[130g/-],"2,787",0,,,,,,
2025-10-02,AcrossBUS,BA00028,퍼플PDRN포어세럼[30ml/-],"5,605",0,,,,,,
2025-10-02,AcrossBUS,BA00029,퍼플라이스포어클렌징오일[200ml/-],"1,465",0,,,,,,
2025-10-02,AcrossBUS,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"12,280",0,,,,,,
2025-10-02,AcrossBUS,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"6,269",0,,,,,,
2025-10-02,AcrossBUS,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"4,560",0,,,,,,
2025-10-02,AcrossBUS,BA10001,(AMZ)토너[300ml/-],24,0,,,,,,
2025-10-02,AcrossBUS,BA10019,(AMZ)데일리글로우클렌저[210ml/-],6,0,,,,,,
2025-10-02,AcrossBUS,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],3,0,,,,,,
2025-10-02,AcrossBUS,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,
2025-10-02,SBSMY,BA00023,스위밍풀토너[300ml/-],"2,902",0,,,,,,
2025-10-02,SBSMY,BA00024,스위밍풀토너[155ml/-],"1,201",0,,,,,,
2025-10-02,SBSMY,BA00025,스위밍풀토너패드[220ml|70매/-],813,0,,,,,,
2025-10-02,SBSMY,BA00026,스위밍풀앰플[50ml/-],"1,481",0,,,,,,
2025-10-02,SBSMY,BA00028,퍼플PDRN포어세럼[30ml/-],315,0,,,,,,
2025-10-02,SBSMY,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],916,0,,,,,,
2025-10-02,SBSMY,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],951,0,,,,,,
2025-10-02,SBSMY,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],934,0,,,,,,
2025-10-02,SBSMY,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],943,0,,,,,,
2025-10-02,SBSMY,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,728",0,,,,,,
2025-10-02,SBSMY,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"4,765",0,,,,,,
2025-10-02,SBSMY,BA10019,(AMZ)데일리글로우클렌저[210ml/-],3,0,,,,,,
2025-10-02,SBSMY,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],"3,008",0,,,,,,
2025-10-02,SBSMY,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],"4,727",0,,,,,,
2025-10-02,SBSPH,BA00023,스위밍풀토너[300ml/-],"4,617",0,,,,,,
2025-10-02,SBSPH,BA00024,스위밍풀토너[155ml/-],"1,824",0,,,,,,
2025-10-02,SBSPH,BA00027,퍼플라이스포어팩클렌저[130g/-],378,0,,,,,,
2025-10-02,SBSPH,BA00028,퍼플PDRN포어세럼[30ml/-],2,0,,,,,,
2025-10-02,SBSPH,BA00029,퍼플라이스포어클렌징오일[200ml/-],708,0,,,,,,
2025-10-02,SBSPH,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"1,120",0,,,,,,
2025-10-02,SBSPH,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"1,253",0,,,,,,
2025-10-02,SBSPH,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],373,0,,,,,,
2025-10-02,SBSPH,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],413,0,,,,,,
2025-10-02,SBSPH,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"9,920",0,,,,,,
2025-10-02,SBSPH,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"9,757",0,,,,,,
2025-10-02,SBSPH,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],577,0,,,,,,
2025-10-02,SBSPH,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],939,0,,,,,,
2025-10-02,SBSSG,BA00023,스위밍풀토너[300ml/-],"7,077",0,,,,,,
2025-10-02,SBSSG,BA00024,스위밍풀토너[155ml/-],"3,913",0,,,,,,
2025-10-02,SBSSG,BA00025,스위밍풀토너패드[220ml|70매/-],251,0,,,,,,
2025-10-02,SBSSG,BA00026,스위밍풀앰플[50ml/-],"1,612",0,,,,,,
2025-10-02,SBSSG,BA00027,퍼플라이스포어팩클렌저[130g/-],644,0,,,,,,
2025-10-02,SBSSG,BA00028,퍼플PDRN포어세럼[30ml/-],442,0,,,,,,
2025-10-02,SBSSG,BA00029,퍼플라이스포어클렌징오일[200ml/-],384,0,,,,,,
2025-10-02,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"1,425",0,,,,,,
2025-10-02,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],634,0,,,,,,
2025-10-02,SBSSG,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"3,600",0,,,,,,
2025-10-02,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,361",0,,,,,,
2025-10-02,SBSSG,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"1,221",0,,,,,,
2025-10-02,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",0,,,,,,
2025-10-02,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"4,009",0,,,,,,
2025-10-02,SBSSG,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],265,0,,,,,,
2025-10-02,SBSSG,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"3,600",0,,,,,,
2025-10-02,SBSSG,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],"4,636",0,,,,,,
2025-10-02,SBSSG,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],"1,146",0,,,,,,
2025-10-02,태광KR,BA00004,클렌저[200ml/-],7,0,,,,,,
2025-10-02,태광KR,BA00010,딥크림[70ml/-],2,0,,,,,,
2025-10-02,태광KR,BA00012-1,클렌징오일[200ml]_펌프,132,0,,,,,,
2025-10-02,태광KR,BA00019,데일리글로우클렌저[210ml/-],"1,230",0,,,,,,
2025-10-02,태광KR,BA00021,바쿠치올플럼핑세럼[30ml/-],"177,100",0,,,,,,
2025-10-02,태광KR,BA00022,비타민일루미네이팅세럼[30ml/-],"109,908",0,,,,,,
2025-10-02,태광KR,BA00023,스위밍풀토너[300ml/-],"45,236",0,,,,,,
2025-10-02,태광KR,BA00024,스위밍풀토너[155ml/-],"136,764",0,,,,,,
2025-10-02,태광KR,BA00025,스위밍풀토너패드[220ml|70매/-],"25,768",0,,,,,,
2025-10-02,태광KR,BA00026,스위밍풀앰플[50ml/-],"22,858",0,,,,,,
2025-10-02,태광KR,BA00027,퍼플라이스포어팩클렌저[130g/-],"15,102",0,,,,,,
2025-10-02,태광KR,BA00028,퍼플PDRN포어세럼[30ml/-],"30,452",0,,,,,,
2025-10-02,태광KR,BA00029,퍼플라이스포어클렌징오일[200ml/-],"15,548",0,,,,,,
2025-10-02,태광KR,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],"11,833",0,,,,,,
2025-10-02,태광KR,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],"22,288",0,,,,,,
2025-10-02,태광KR,BA00033,스위밍풀토너[샤쉐|2ml/-],"30,069",0,,,,,,
2025-10-02,태광KR,BA00033_SET,스위밍풀토너[2ml|100EA|샤쉐/-],96,0,,,,,,
2025-10-02,태광KR,BA00034,바쿠치올플럼핑세럼[샤쉐|2ml/-],"30,187",0,,,,,,
2025-10-02,태광KR,BA00034_SET,바쿠치올플럼핑세럼[2ml|100EA|샤쉐/-],39,0,,,,,,
2025-10-02,태광KR,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"4,669",0,,,,,,
2025-10-02,태광KR,BA00036,콜라겐 겔 토너 패드[60매|140ml/글로우업],"5,943",0,,,,,,
2025-10-02,태광KR,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],644,0,,,,,,
2025-10-02,태광KR,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],362,0,,,,,,
2025-10-02,태광KR,BA00039,바쿠치올플럼핑캡슐크림[50ml/-],"27,545",0,,,,,,
2025-10-02,태광KR,BA00041,비타민일루미네이팅세럼[샤쉐|2ml/-],"28,047",0,,,,,,
2025-10-02,태광KR,BA00041_SET,비타민일루미네이팅세럼[2ml|100EA|샤쉐/-],65,0,,,,,,
2025-10-02,태광KR,BA00042,콜라겐 하이드로겔 마스크[10EA|30g/타이트업],89,0,,,,,,
2025-10-02,태광KR,BA00043,콜라겐 하이드로겔 마스크[10EA|30g/글로우업],12,0,,,,,,
2025-10-02,태광KR,BA00044,바쿠치올플럼핑캡슐토너[150ml/바쿠치올],"24,957",0,,,,,,
2025-10-02,태광KR,BA00045,알로에PDRN카밍세럼[30ml/알로에PDRN],"69,724",0,,,,,,
2025-10-02,태광KR,BA00046,히알토인플러딩세럼[30ml/히알토인],"69,924",0,,,,,,
2025-10-02,태광KR,BA00047,NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],"91,114",0,,,,,,
2025-10-02,태광KR,BA00049,(SET)스위밍풀토너스페셜세트[토너|455ml/토너300ml+토너155ml],"2,400",0,,,,,,
2025-10-02,태광KR,BA10001,(AMZ)토너[300ml/-],141,0,,,,,,
2025-10-02,태광KR,BA10010,(AMZ)딥크림[70ml/-],1,0,,,,,,
2025-10-02,태광KR,BA10019,(AMZ)데일리글로우클렌저[210ml/-],29,0,,,,,,
2025-10-02,태광KR,BA10021,(AMZ)바쿠치올플럼핑세럼[30ml/-],64,0,,,,,,
2025-10-02,태광KR,BA10022,(AMZ)비타민일루미네이팅세럼[30ml/-],1,0,,,,,,
2025-10-03,AMZUS,BA00021,바쿠치올플럼핑세럼[30ml/-],"36,988",348,36988,0,0,0,0,
2025-10-03,AMZUS,BA00022,비타민일루미네이팅세럼[30ml/-],"120,657","1,699",120657,0,0,0,0,
2025-10-03,AMZUS,BA00023,스위밍풀토너[300ml/-],"21,721",195,21721,0,0,0,0,
2025-10-03,AMZUS,BA00024,스위밍풀토너[155ml/-],468,0,468,0,0,0,0,
2025-10-03,AMZUS,BA00025,스위밍풀토너패드[220ml|70매/-],"1,169",12,1169,0,0,0,0,
2025-10-03,AMZUS,BA00026,스위밍풀앰플[50ml/-],202,1,202,0,0,0,0,
