intended_push_date,product_code,product_name,lot,total_quantity,global_b2c,global_b2b
2025-12-05,BRANDFCT004,브랜든-폴더블 캐리올 토트백[-/라이트 베이지],R5_GV,4000,0,60
2025-12-05,BRANDFCT005,브랜든-폴더블 캐리올 토트백[-/소프트 카키],R5_GV,3500,0,180
2025-12-05,BRANDFCT006,브랜든-폴더블 캐리올 토트백[-/차콜 그레이],R5_GV,10500,0,180
2025-12-05,BA00058,이퀄베리-엔에이디플러스펩타이드부스팅토너[150ml/NAD+펩타이드],R0,115000,0,0
2025-12-05,BA00059,이퀄베리-엔에이디플러스펩타이드부스팅크림[50ml/NAD+펩타이드],R0,135000,0,0
2025-12-09,BRANDPCG001,브랜든-부피순삭 압축 파우치2[S/차콜 그레이],R5_SN,700,0,120
2025-12-09,BRANDPCG002,브랜든-부피순삭 압축 파우치2[M/차콜 그레이],R5_SN,800,0,180
2025-12-09,BRANDPKB001,브랜든-부피순삭 압축 파우치2[S/스카이 블루],R5_SN,2100,0,60
2025-12-09,BRANDPKB002,브랜든-부피순삭 압축 파우치2[M/스카이 블루],R5_SN,2300,0,90
2025-12-09,BRANDPKB003,브랜든-부피순삭 압축 파우치2[L/스카이 블루],R5_SN,900,0,25
2025-12-09,BRANDPLB001,브랜든-부피순삭 압축 파우치2[S/라이트 베이지],R5_SN,2000,0,360
2025-12-09,BRANDPLB002,브랜든-부피순삭 압축 파우치2[M/라이트 베이지],R5_SN,1500,0,360
2025-12-09,BRANDPLB003,브랜든-부피순삭 압축 파우치2[L/라이트 베이지],R5_SN,800,0,250
2025-12-09,BRANDPSK001,브랜든-부피순삭 압축 파우치2[S/소프트 카키],R5_SN,1400,0,240
2025-12-09,BRANDPSK002,브랜든-부피순삭 압축 파우치2[M/소프트 카키],R5_SN,2600,0,600
2025-12-09,BRANDPSK003,브랜든-부피순삭 압축 파우치2[L/소프트 카키],R5_SN,2000,0,600
2025-12-09,BRAPBB105FBE,브랜든-멀티 패커블 보스턴백[-/베이지],R0_SC,2000,0,90
2025-12-10,BRANDSCB002,브랜든-세이프 크로스 바디백[-/소프트 카키],R5_SC,4600,0,1276
2025-12-10,BRANDSCB003,브랜든-세이프 크로스 바디백[-/블랙],R5_SC,2000,0,308
2025-12-10,BRASBP102FBK,브랜든-세이프 백팩[-/블랙],R5_SC,3000,0,756
2025-12-10,BA00047,이퀄베리-NAD+펩타이드부스팅세럼[30ml/NAD+펩타이드],R1,400000,0,0
2025-12-12,BRANDSCB003,브랜든-세이프 크로스 바디백[-/블랙],R5_SC,4400,0,660
2025-12-12,BRASBP102FBK,브랜든-세이프 백팩[-/블랙],R5_SC,1000,0,300
2025-12-15,BRACPL106LBE,브랜든-여행 압축 파우치 라이트[L/베이지],R0_JX,10000,0,540
2025-12-15,BRACPL106LBK,브랜든-여행 압축 파우치 라이트[L/블랙],R0_JX,4000,0,540
2025-12-15,BRACPL106LOL,브랜든-여행 압축 파우치 라이트[L/올리브],R0_JX,2280,0,270
2025-12-15,BRACPL106MBE,브랜든-여행 압축 파우치 라이트[M/베이지],R0_JX,17000,0,500
2025-12-15,BRACPL106MBK,브랜든-여행 압축 파우치 라이트[M/블랙],R0_JX,6000,0,700
2025-12-15,BRACPL106MOL,브랜든-여행 압축 파우치 라이트[M/올리브],R0_JX,8500,0,700
2025-12-15,BRACPL106SBE,브랜든-여행 압축 파우치 라이트[S/베이지],R0_JX,16500,0,450
2025-12-15,BRACPL106SBK,브랜든-여행 압축 파우치 라이트[S/블랙],R0_JX,6000,0,600
2025-12-15,BRACPL106SOL,브랜든-여행 압축 파우치 라이트[S/올리브],R0_JX,5450,0,300
2025-12-15,BRANDPBP001,브랜든-부피순삭 압축 파우치2[S/브릭 핑크],R5_SN,500,0,0
2025-12-15,BRANDPBP003,브랜든-부피순삭 압축 파우치2[L/브릭 핑크],R5_SN,400,0,0
2025-12-15,BRANDPCG001,브랜든-부피순삭 압축 파우치2[S/차콜 그레이],R5_SN,3100,0,600
2025-12-15,BRANDPCG002,브랜든-부피순삭 압축 파우치2[M/차콜 그레이],R5_SN,4100,0,960
2025-12-15,BRANDPCG003,브랜든-부피순삭 압축 파우치2[L/차콜 그레이],R5_SN,1800,0,475
2025-12-15,BRANDPKB003,브랜든-부피순삭 압축 파우치2[L/스카이 블루],R5_SN,200,0,0
2025-12-15,BRANDPLB002,브랜든-부피순삭 압축 파우치2[M/라이트 베이지],R5_SN,3000,0,750
2025-12-15,BRANDPLB003,브랜든-부피순삭 압축 파우치2[L/라이트 베이지],R5_SN,2700,0,825
2025-12-15,BRANDPSK001,브랜든-부피순삭 압축 파우치2[S/소프트 카키],R5_SN,2900,0,480
2025-12-15,BRANDPSK002,브랜든-부피순삭 압축 파우치2[M/소프트 카키],R5_SN,6500,0,1500
2025-12-15,BRANDPSK003,브랜든-부피순삭 압축 파우치2[L/소프트 카키],R5_SN,3300,0,950
2025-12-17,BRASBP102FBK,브랜든-세이프 백팩[-/블랙],R5_SC,1900,0,492
2025-12-20,BRAPBP104FBE,브랜든-멀티 패커블 백팩[-/베이지],R0_HB,3000,0,200
2025-12-20,BRAPBP104FBK,브랜든-멀티 패커블 백팩[-/블랙],R0_HB,7000,0,450
2025-12-20,BRAPBP104FOL,브랜든-멀티 패커블 백팩[-/올리브],R0_HB,1000,0,50
2025-12-24,BRAPBB105FBE,브랜든-멀티 패커블 보스턴백[-/베이지],R0_SC,1000,0,45
2025-12-24,BRAPBB105FBK,브랜든-멀티 패커블 보스턴백[-/블랙],R0_SC,4000,0,135
2025-12-24,BRAPBB105FOL,브랜든-멀티 패커블 보스턴백[-/올리브],R0_SC,2000,0,90
2025-12-31,BA00021,이퀄베리-바쿠치올플럼핑세럼[30ml/-],R4,200000,0,0
2025-12-31,BA00022,이퀄베리-비타민일루미네이팅세럼[30ml/-],R5,500000,0,0
2026-01-07,BRBCPW202MLB,브랜든-이불 압축 파우치 와이드[M/라이트 베이지],R0_JX,30,0,0
2026-01-07,BRBCPW202MLG,브랜든-이불 압축 파우치 와이드[M/라이트 그레이],R0_JX,30,0,0
2026-01-14,BRBMHO201FLB,브랜든-멀티 행잉 오거나이저[-/라이트 베이지],R0_JX,30,0,0
2026-01-14,BRBMHO201FLG,브랜든-멀티 행잉 오거나이저[-/라이트 그레이],R0_JX,30,0,0
2026-01-28,BRBMHO201FLB,브랜든-멀티 행잉 오거나이저[-/라이트 베이지],R0_JX,12970,0,0
2026-01-28,BRBMHO201FLG,브랜든-멀티 행잉 오거나이저[-/라이트 그레이],R0_JX,6970,0,0
2026-02-04,BRBCPW202MLB,브랜든-이불 압축 파우치 와이드[M/라이트 베이지],R0_JX,49970,0,0
2026-02-04,BRBCPW202MLG,브랜든-이불 압축 파우치 와이드[M/라이트 그레이],R0_JX,14970,0,0
